@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
6808,'2016/09/28 23:46:39:029',29,1.391497,-0.762512,-0.226605,-0.430823,0.693869,-0.589425,-0.015852,0.040831,0.126774,0.087396,0.198485,0.335608,0.1211,1
6809,'2016/09/28 23:46:39:045',29,1.379633,-0.718279,-0.298501,-0.458871,0.760724,-0.645115,-0.084967,0.103052,0.141458,0.005926,0.219896,0.43202,-0.020232,1
6810,'2016/09/28 23:46:39:061',29,1.337093,-0.784413,-0.252836,-0.501744,0.701562,-0.595783,-0.127716,0.132162,0.069204,0.046359,0.228791,0.325771,0.089975,1
6811,'2016/09/28 23:46:39:078',29,1.283777,-0.7147,-0.191467,-0.486722,0.79926,-0.661565,-0.009712,0.076376,0.091484,0.030293,0.305746,0.310678,0.073991,1
6812,'2016/09/28 23:46:39:095',29,1.365781,-0.726701,-0.231066,-0.43852,0.771879,-0.622155,-0.025852,0.10212,0.08717,0.019997,0.293963,0.354516,0.023958,1
6813,'2016/09/28 23:46:39:111',29,1.362992,-0.742599,-0.21295,-0.516819,0.850437,-0.650975,-0.141295,0.244769,-0.068435,0.112352,0.252442,0.314647,0.01819,1
6814,'2016/09/28 23:46:39:128',29,1.390546,-0.811932,-0.200962,-0.529509,0.758496,-0.656416,-0.060051,0.121262,0.069914,0.062203,0.223806,0.37276,0.024821,1
6815,'2016/09/28 23:46:39:145',29,1.364955,-0.713859,-0.246907,-0.497424,0.783478,-0.609599,-0.086364,0.136927,0.070465,0.063436,0.272683,0.309634,0.064784,1
6816,'2016/09/28 23:46:39:161',29,1.350485,-0.727549,-0.182227,-0.579709,0.788862,-0.590469,-0.141826,0.241248,-0.010101,0.126524,0.271573,0.271661,0.080327,1
6817,'2016/09/28 23:46:39:179',29,1.354657,-0.757624,-0.24503,-0.427108,0.708663,-0.622312,-0.095158,0.237859,-0.090162,0.145284,0.277984,0.195833,0.179928,1
6818,'2016/09/28 23:46:39:195',29,1.385173,-0.765684,-0.223758,-0.530945,0.81326,-0.647345,-0.098892,0.149403,0.080768,0.017921,0.30389,0.292492,0.080426,1
6819,'2016/09/28 23:46:39:212',29,1.378648,-0.711608,-0.242978,-0.431201,0.810135,-0.636121,-0.130963,0.236344,-0.021196,0.052631,0.324987,0.277949,0.071726,1
6820,'2016/09/28 23:46:39:228',29,1.383905,-0.760577,-0.179943,-0.514609,0.829552,-0.592587,-0.147994,0.261264,-0.04329,0.07759,0.310017,0.240969,0.127385,1
6821,'2016/09/28 23:46:39:245',29,1.303799,-0.766331,-0.194685,-0.523897,0.749154,-0.611951,-0.047705,0.074061,0.076374,0.081879,0.248569,0.31304,0.070196,1
6822,'2016/09/28 23:46:39:262',29,1.331529,-0.825574,-0.173448,-0.546422,0.718781,-0.576269,-0.147742,0.121684,0.047813,0.025203,0.265068,0.33847,0.05155,1
6823,'2016/09/28 23:46:39:278',29,1.454897,-0.82663,-0.198264,-0.470477,0.748069,-0.580272,-0.159389,0.239545,0.019142,-0.023903,0.397036,0.247391,0.051715,1
6824,'2016/09/28 23:46:39:295',29,1.441349,-0.785131,-0.247486,-0.468591,0.76021,-0.595387,-0.1528,0.23732,0.034642,0.026489,0.399784,0.245037,0.038679,1
6825,'2016/09/28 23:46:39:311',29,1.391242,-0.751791,-0.260536,-0.512405,0.770175,-0.65106,-0.11993,0.178187,0.037434,0.042114,0.31997,0.303197,-0.012585,1
6826,'2016/09/28 23:46:39:328',29,1.358689,-0.703475,-0.285149,-0.48085,0.78269,-0.64904,-0.147807,0.221834,-0.027774,0.058899,0.283735,0.277524,0.06377,1
6827,'2016/09/28 23:46:39:345',29,1.365749,-0.719367,-0.250299,-0.474978,0.778018,-0.638898,-0.1046,0.194037,0.007017,0.114981,0.29398,0.286482,0.142756,1
6828,'2016/09/28 23:46:39:362',29,1.405317,-0.741499,-0.173286,-0.551095,0.88193,-0.616377,-0.169654,0.246361,-0.036572,0.063094,0.340853,0.298285,0.040343,1
6829,'2016/09/28 23:46:39:378',29,1.456351,-0.716926,-0.317413,-0.406409,0.761364,-0.606136,-0.113862,0.139429,0.020826,0.045177,0.304822,0.327939,-0.010211,1
6830,'2016/09/28 23:46:39:395',29,1.464946,-0.777675,-0.29987,-0.408907,0.685056,-0.604193,-0.063703,0.079664,0.083741,-0.007902,0.380047,0.238874,0.058727,1
6831,'2016/09/28 23:46:39:412',29,1.409907,-0.771678,-0.224177,-0.534774,0.82571,-0.707568,-0.023131,0.139271,0.007293,0.093851,0.303631,0.328942,-0.012255,1
6832,'2016/09/28 23:46:39:429',29,1.443357,-0.783445,-0.279643,-0.391984,0.662485,-0.524116,-0.198353,0.253748,0.000257,0.032143,0.420192,0.256783,0.060423,1
6833,'2016/09/28 23:46:39:445',29,1.495727,-0.835026,-0.257057,-0.413282,0.701151,-0.582852,-0.1335,0.195546,0.034768,0.014845,0.383505,0.28422,0.035934,1
6834,'2016/09/28 23:46:39:462',29,1.454487,-0.709105,-0.426515,-0.393054,0.756969,-0.727782,-0.044491,0.131201,0.052327,-0.028658,0.398496,0.289561,-0.015203,1
6835,'2016/09/28 23:46:39:478',29,1.446209,-0.763969,-0.341033,-0.361838,0.62154,-0.605752,-0.053302,0.093802,0.00793,0.081143,0.3435,0.195706,0.095845,1
6836,'2016/09/28 23:46:39:495',29,1.493501,-0.792457,-0.30781,-0.409542,0.699333,-0.633173,-0.094099,0.190908,-0.018663,0.085795,0.334424,0.239424,0.092411,1
6837,'2016/09/28 23:46:39:512',29,1.480201,-0.731595,-0.345133,-0.380993,0.768929,-0.694271,-0.036623,0.185695,-0.039317,0.111293,0.308461,0.332973,0.027808,1
6838,'2016/09/28 23:46:39:528',29,1.50464,-0.754604,-0.306093,-0.402247,0.739803,-0.582541,-0.141596,0.194227,-0.016374,0.028457,0.373068,0.272468,0.048038,1
6839,'2016/09/28 23:46:39:545',29,1.419971,-0.755568,-0.338954,-0.426731,0.689123,-0.588511,-0.138142,0.159972,0.006004,-0.029019,0.439666,0.17939,0.067469,1
6840,'2016/09/28 23:46:39:563',29,1.437917,-0.847273,-0.23827,-0.470775,0.710471,-0.574526,-0.168026,0.244387,-0.054373,0.036943,0.403648,0.22471,0.082859,1
6841,'2016/09/28 23:46:39:578',29,1.500793,-0.80621,-0.271786,-0.4456,0.713962,-0.571178,-0.148024,0.256399,-0.03803,0.057528,0.357444,0.258391,0.115416,1
6842,'2016/09/28 23:46:39:595',29,1.464056,-0.74565,-0.294397,-0.520307,0.816675,-0.682078,-0.082157,0.222195,0.002202,0.058879,0.367882,0.214807,0.112661,1
6843,'2016/09/28 23:46:39:612',29,1.483092,-0.781993,-0.294109,-0.427968,0.714404,-0.617532,-0.13593,0.234913,-0.017022,0.045978,0.336298,0.23671,0.121136,1
6844,'2016/09/28 23:46:39:628',29,1.49952,-0.856541,-0.303788,-0.436796,0.660299,-0.671457,-0.098488,0.176926,-0.003195,0.005746,0.401691,0.175218,0.113484,1
6845,'2016/09/28 23:46:39:648',29,1.4682,-0.761614,-0.324041,-0.324763,0.646725,-0.618798,-0.084893,0.204118,-0.005112,0.012198,0.442322,0.148108,0.124646,1
6846,'2016/09/28 23:46:39:661',29,1.493604,-0.765709,-0.285438,-0.363283,0.70794,-0.625613,-0.083405,0.176644,0.026752,0.013732,0.371396,0.235644,0.107332,1
6847,'2016/09/28 23:46:39:679',29,1.477159,-0.755878,-0.295631,-0.345921,0.752757,-0.725854,0.001113,0.180818,-0.073544,0.062946,0.395086,0.182047,0.123457,1
6848,'2016/09/28 23:46:39:695',29,1.429397,-0.730164,-0.342668,-0.504951,0.849596,-0.807124,-0.054263,0.134723,-0.024339,0.053592,0.302598,0.267498,0.028372,1
6849,'2016/09/28 23:46:39:712',29,1.490824,-0.788353,-0.363334,-0.290658,0.622645,-0.634598,-0.046299,0.173326,-0.064953,0.108521,0.379904,0.156483,0.12587,1
6850,'2016/09/28 23:46:39:728',29,1.441926,-0.750936,-0.329221,-0.310481,0.657401,-0.61711,-0.07058,0.190014,-0.068609,0.188468,0.344521,0.179579,0.183151,1
6851,'2016/09/28 23:46:39:745',29,1.527718,-0.800376,-0.28249,-0.362687,0.701115,-0.63224,-0.116981,0.288742,-0.193691,0.172521,0.427923,0.019936,0.239559,1
6852,'2016/09/28 23:46:39:761',29,1.393379,-0.777286,-0.295961,-0.325099,0.626371,-0.640101,-0.016427,0.149966,-0.130245,0.170686,0.329025,0.105019,0.321558,1
6853,'2016/09/28 23:46:39:779',29,1.403282,-0.749304,-0.286499,-0.342718,0.723286,-0.684182,0.033664,0.180868,-0.088355,0.105279,0.420161,0.152298,0.188236,1
6854,'2016/09/28 23:46:39:795',29,1.46225,-0.772437,-0.294393,-0.254286,0.73096,-0.680692,0.080168,0.178963,-0.154991,0.144033,0.289885,0.148432,0.191836,1
6855,'2016/09/28 23:46:39:811',29,1.36851,-0.946487,-0.283489,-0.344027,0.648614,-0.576827,0.008138,0.23566,-0.168378,0.169207,0.340528,0.077674,0.309799,1
6856,'2016/09/28 23:46:39:829',29,1.426012,-0.924444,-0.365846,-0.30377,0.585813,-0.493402,-0.014825,0.252365,-0.135288,0.183352,0.378605,0.068433,0.298894,1
6857,'2016/09/28 23:46:39:845',29,1.484044,-0.958015,-0.391214,-0.252112,0.593439,-0.525844,0.082307,0.218506,-0.131223,0.209615,0.283075,0.131809,0.257961,1
6858,'2016/09/28 23:46:39:862',29,1.434929,-0.99522,-0.322308,-0.29757,0.563322,-0.506475,0.073147,0.19233,-0.115762,0.179579,0.267545,0.098921,0.330841,1
6859,'2016/09/28 23:46:39:878',29,1.454921,-0.97137,-0.361757,-0.330349,0.63849,-0.57117,0.037615,0.273932,-0.090034,0.156102,0.307174,0.158083,0.28022,1
6860,'2016/09/28 23:46:39:894',29,1.323139,-0.82971,-0.349366,-0.312742,0.714645,-0.590355,0.07239,0.208735,-0.041269,0.149854,0.32599,0.139308,0.234174,1
6861,'2016/09/28 23:46:39:912',29,1.373617,-0.926629,-0.280844,-0.288547,0.652087,-0.550005,0.059903,0.165916,-0.054691,0.116537,0.338038,0.093585,0.242429,1
6862,'2016/09/28 23:46:39:928',29,1.37852,-0.925978,-0.313892,-0.352981,0.709017,-0.590859,0.031051,0.208236,-0.092324,0.138398,0.350367,0.125013,0.226989,1
6863,'2016/09/28 23:46:39:944',29,1.430959,-0.938444,-0.365769,-0.298317,0.661887,-0.560573,0.056315,0.225344,-0.105487,0.199804,0.36043,0.129129,0.216273,1
6864,'2016/09/28 23:46:39:967',29,1.389062,-0.81158,-0.426527,-0.384038,0.748581,-0.590198,-0.071308,0.350174,-0.118526,0.151364,0.359249,0.149261,0.225033,1
6865,'2016/09/28 23:46:39:987',29,1.368045,-0.801133,-0.397974,-0.328776,0.686234,-0.610983,0.043133,0.179216,-0.017078,0.067032,0.31614,0.209067,0.174724,1
6866,'2016/09/28 23:46:39:994',29,1.368045,-0.801133,-0.397974,-0.328776,0.686234,-0.610983,0.043133,0.179216,-0.017078,0.067032,0.31614,0.209067,0.174724,1
6867,'2016/09/28 23:46:40:012',29,1.369833,-0.810591,-0.327887,-0.347295,0.71542,-0.581843,0.019048,0.294095,-0.127646,0.102118,0.345474,0.177997,0.216636,1
6868,'2016/09/28 23:46:40:029',29,1.415102,-0.839212,-0.357821,-0.344831,0.723288,-0.619353,0.10886,0.206106,-0.09193,0.105569,0.363692,0.122428,0.276801,1
6869,'2016/09/28 23:46:40:046',29,1.384721,-0.884106,-0.388111,-0.333002,0.646305,-0.573666,0.020709,0.309868,-0.180594,0.115777,0.413381,0.094522,0.301436,1
6870,'2016/09/28 23:46:40:062',29,1.519774,-0.862399,-0.479035,-0.218809,0.627,-0.595187,0.073544,0.278524,-0.167892,0.153023,0.379914,0.092376,0.246269,1
6871,'2016/09/28 23:46:40:089',29,1.356215,-0.799672,-0.426559,-0.395976,0.74824,-0.622315,-0.029708,0.316443,-0.14082,0.134814,0.384265,0.120264,0.243258,1
6872,'2016/09/28 23:46:40:096',29,1.356215,-0.799672,-0.426559,-0.395976,0.74824,-0.622315,-0.029708,0.316443,-0.14082,0.134814,0.384265,0.120264,0.243258,1
6873,'2016/09/28 23:46:40:111',29,1.453888,-0.844614,-0.440184,-0.307596,0.715353,-0.613553,0.001846,0.260809,-0.101569,0.121346,0.325339,0.180591,0.220128,1
6874,'2016/09/28 23:46:40:128',29,1.487177,-0.884735,-0.390237,-0.231512,0.674547,-0.575245,0.048774,0.192392,-0.048779,0.125412,0.315037,0.172207,0.2503,1
6875,'2016/09/28 23:46:40:145',29,1.488925,-0.809519,-0.469917,-0.274614,0.776953,-0.607388,-0.03039,0.319001,-0.118509,0.061044,0.432436,0.188551,0.164163,1
6876,'2016/09/28 23:46:40:162',29,1.431429,-0.766568,-0.471426,-0.395504,0.77267,-0.572906,-0.12505,0.302611,-0.074094,0.029597,0.444536,0.140111,0.212157,1
6877,'2016/09/28 23:46:40:179',29,1.483048,-0.813484,-0.399053,-0.386741,0.750433,-0.514588,-0.15504,0.317114,-0.035027,0.013729,0.421629,0.200566,0.152053,1
6878,'2016/09/28 23:46:40:195',29,1.455991,-0.829962,-0.413226,-0.404297,0.75173,-0.520786,-0.147049,0.352772,-0.065667,0.07996,0.442738,0.126323,0.24067,1
6879,'2016/09/28 23:46:40:211',29,1.411861,-0.729454,-0.480852,-0.38642,0.784338,-0.605781,-0.072227,0.324206,-0.088433,0.115595,0.391065,0.153556,0.213643,1
6880,'2016/09/28 23:46:40:228',29,1.498556,-0.79038,-0.4469,-0.383005,0.677202,-0.483574,-0.130583,0.162184,0.0761,0.049903,0.395064,0.166873,0.155274,1
6881,'2016/09/28 23:46:40:245',29,1.462749,-0.7573,-0.409654,-0.312656,0.688726,-0.561527,-0.035834,0.19509,-0.059125,0.138329,0.353762,0.13008,0.175497,1
6882,'2016/09/28 23:46:40:262',29,1.417405,-0.793714,-0.286103,-0.413283,0.794453,-0.59418,-0.119677,0.279562,-0.039068,0.061829,0.38974,0.214769,0.147728,1
6883,'2016/09/28 23:46:40:278',29,1.468805,-0.740864,-0.397607,-0.348355,0.749701,-0.581526,-0.181449,0.311287,-0.017111,-0.024221,0.461092,0.214671,0.12835,1
6884,'2016/09/28 23:46:40:295',29,1.521124,-0.783058,-0.358816,-0.342156,0.677204,-0.518353,-0.247241,0.300397,-0.068709,0.05154,0.336857,0.229815,0.087722,1
6885,'2016/09/28 23:46:40:311',29,1.512239,-0.690942,-0.487987,-0.34781,0.752862,-0.61088,-0.220577,0.292665,-0.051894,0.059414,0.317897,0.263376,0.083936,1
6886,'2016/09/28 23:46:40:329',29,1.521749,-0.649774,-0.535127,-0.267213,0.753457,-0.65663,-0.127856,0.208255,0.00587,0.082499,0.301999,0.318011,0.04471,1
6887,'2016/09/28 23:46:40:345',29,1.508662,-0.586517,-0.51575,-0.283203,0.764438,-0.629925,-0.162017,0.227615,0.029381,0.027441,0.29671,0.325026,0.012909,1
6888,'2016/09/28 23:46:40:361',29,1.432927,-0.605886,-0.460744,-0.324754,0.752218,-0.640723,-0.134274,0.148903,0.042111,0.093839,0.234255,0.26961,0.103404,1
6889,'2016/09/28 23:46:40:378',29,1.47659,-0.606521,-0.509667,-0.235825,0.759583,-0.613475,-0.179042,0.276283,0.007041,0.029673,0.254476,0.350191,0.062502,1
6890,'2016/09/28 23:46:40:395',29,1.462839,-0.654492,-0.479524,-0.245668,0.693763,-0.518076,-0.173755,0.279958,-0.024742,0.075781,0.259334,0.307639,0.140096,1
6891,'2016/09/28 23:46:40:412',29,1.390171,-0.675843,-0.470489,-0.29199,0.728702,-0.561284,-0.135914,0.25649,0.011083,0.052551,0.281588,0.287241,0.132473,1
6892,'2016/09/28 23:46:40:428',29,1.44564,-0.71998,-0.5967,-0.251747,0.685869,-0.507728,-0.197021,0.248988,-0.005572,0.165226,0.208469,0.303619,0.171805,1
6893,'2016/09/28 23:46:40:445',29,1.492683,-0.75887,-0.561692,-0.267429,0.702699,-0.474766,-0.195729,0.209342,0.074248,0.12497,0.19641,0.336596,0.195579,1
6894,'2016/09/28 23:46:40:461',29,1.508282,-0.659576,-0.63864,-0.207155,0.740707,-0.520973,-0.169113,0.201337,0.06273,0.043147,0.285779,0.326823,0.137687,1
6895,'2016/09/28 23:46:40:478',29,1.433249,-0.661494,-0.510486,-0.390906,0.798637,-0.532916,-0.191581,0.186203,0.097056,0.107662,0.166183,0.372568,0.098002,1
6896,'2016/09/28 23:46:40:495',29,1.418682,-0.648145,-0.545712,-0.332468,0.767285,-0.562957,-0.263329,0.24651,0.070965,0.043939,0.237908,0.350697,0.092733,1
6897,'2016/09/28 23:46:40:512',29,1.478592,-0.69934,-0.453107,-0.333576,0.756481,-0.570504,-0.27827,0.28758,0.027067,0.041581,0.267916,0.322383,0.131715,1
6898,'2016/09/28 23:46:40:528',29,1.483566,-0.679343,-0.404874,-0.33261,0.712297,-0.531475,-0.257115,0.26207,0.052324,0.049797,0.267425,0.347537,0.079601,1
6899,'2016/09/28 23:46:40:545',29,1.580473,-0.675509,-0.517673,-0.198536,0.724738,-0.575795,-0.230506,0.185767,0.123086,-0.025344,0.362609,0.274277,0.147072,1
6900,'2016/09/28 23:46:40:562',29,1.568396,-0.662043,-0.538583,-0.191296,0.684993,-0.562777,-0.215821,0.181499,0.028625,0.066559,0.26016,0.296037,0.104057,1
6901,'2016/09/28 23:46:40:579',29,1.560786,-0.656038,-0.594983,-0.163196,0.637474,-0.504312,-0.25011,0.251473,-0.025057,0.109112,0.237147,0.241463,0.160426,1
6902,'2016/09/28 23:46:40:595',29,1.545196,-0.728446,-0.513585,-0.200714,0.655035,-0.540318,-0.15798,0.23137,0.003014,0.136587,0.245756,0.22977,0.250118,1
6903,'2016/09/28 23:46:40:611',29,1.498948,-0.784991,-0.475345,-0.286167,0.665665,-0.55043,-0.138179,0.280346,-0.029712,0.119792,0.248867,0.285646,0.11065,1
6904,'2016/09/28 23:46:40:628',29,1.462566,-0.782151,-0.517587,-0.240491,0.718996,-0.586306,-0.082297,0.185007,-0.001111,0.065077,0.230195,0.259999,0.166112,1
6905,'2016/09/28 23:46:40:645',29,1.421797,-0.755254,-0.468789,-0.294367,0.811021,-0.592825,-0.061842,0.215892,-0.024611,0.153077,0.195391,0.306862,0.150203,1
6906,'2016/09/28 23:46:40:662',29,1.44389,-0.828926,-0.516364,-0.198925,0.662602,-0.489169,-0.059139,0.192455,0.024955,0.133514,0.282552,0.230178,0.159823,1
6907,'2016/09/28 23:46:40:679',29,1.283096,-0.748698,-0.551278,-0.323673,0.85862,-0.647098,-0.047702,0.229982,-0.075101,0.203112,0.161937,0.342579,0.092005,1
6908,'2016/09/28 23:46:40:696',29,1.267494,-0.831243,-0.49009,-0.32943,0.83777,-0.543604,-0.131803,0.30365,-0.118559,0.240241,0.171466,0.318169,0.17642,1
6909,'2016/09/28 23:46:40:712',29,1.32345,-0.870187,-0.519307,-0.275558,0.746233,-0.507554,-0.103585,0.2857,-0.084907,0.224403,0.248533,0.234492,0.20376,1
6910,'2016/09/28 23:46:40:728',29,1.423278,-0.928576,-0.438736,-0.300745,0.646646,-0.527427,-0.027455,0.206811,-0.12478,0.290704,0.235299,0.175358,0.220802,1
6911,'2016/09/28 23:46:40:745',29,1.406626,-0.899719,-0.50942,-0.213838,0.662773,-0.650088,0.093573,0.124383,-0.141401,0.31629,0.190692,0.153006,0.25897,1
6912,'2016/09/28 23:46:40:762',29,1.367916,-0.849198,-0.408958,-0.203778,0.616652,-0.560493,0.005849,0.119102,-0.157728,0.376559,0.111955,0.177455,0.258491,1
6913,'2016/09/28 23:46:40:779',29,1.457137,-0.859977,-0.472699,-0.101692,0.619612,-0.624981,0.043215,0.129827,-0.172087,0.392259,0.14966,0.188672,0.305556,1
6914,'2016/09/28 23:46:40:795',29,1.473089,-0.840322,-0.443806,-0.145323,0.663997,-0.682535,0.082034,0.101323,-0.153912,0.35086,0.146881,0.159176,0.251227,1
6915,'2016/09/28 23:46:40:812',29,1.422085,-0.866028,-0.482195,-0.092319,0.491747,-0.595051,0.086683,0.03661,-0.072934,0.326228,0.117792,0.238249,0.251141,1
6916,'2016/09/28 23:46:40:829',29,1.404759,-0.853551,-0.393888,-0.190192,0.559683,-0.603448,0.05437,0.113136,-0.145081,0.396252,0.10129,0.198181,0.264356,1
6917,'2016/09/28 23:46:40:846',29,1.375446,-0.951286,-0.310114,-0.131607,0.483959,-0.575951,0.113705,0.162094,-0.192125,0.321792,0.14511,0.249938,0.245303,1
6918,'2016/09/28 23:46:40:863',29,1.389691,-1.053542,-0.269254,-0.159547,0.460265,-0.594218,0.215973,0.057335,-0.128958,0.282248,0.185628,0.209162,0.279041,1
6919,'2016/09/28 23:46:40:878',29,1.379222,-1.042843,-0.284293,-0.139309,0.564773,-0.60675,0.185522,0.12477,-0.141173,0.300509,0.095188,0.205672,0.278214,1
6920,'2016/09/28 23:46:40:895',29,1.37055,-1.045518,-0.329049,-0.028404,0.424769,-0.51253,0.107229,0.247981,-0.221906,0.317675,0.127434,0.191215,0.282147,1
6921,'2016/09/28 23:46:40:911',29,1.312084,-1.045032,-0.315835,-0.085851,0.434969,-0.602936,0.192256,0.217385,-0.177118,0.267706,0.112745,0.217411,0.259784,1
6922,'2016/09/28 23:46:40:928',29,1.194042,-1.108353,-0.204869,-0.171561,0.533475,-0.553014,0.113708,0.300488,-0.247306,0.322556,0.157978,0.186848,0.314365,1
6923,'2016/09/28 23:46:40:945',29,1.188735,-1.126201,-0.229766,-0.108773,0.404773,-0.429843,0.031987,0.293238,-0.192478,0.260265,0.248373,0.114418,0.376492,1
6924,'2016/09/28 23:46:40:962',29,1.199758,-0.954435,-0.265198,-0.089239,0.404795,-0.475691,0.0827,0.27511,-0.170255,0.197066,0.183785,0.287895,0.193826,1
6925,'2016/09/28 23:46:40:978',29,1.203769,-0.94153,-0.277763,-0.076061,0.436341,-0.508652,0.089865,0.20832,-0.159915,0.21892,0.152765,0.29644,0.137067,1
6926,'2016/09/28 23:46:40:995',29,1.209454,-0.856981,-0.393311,-0.031491,0.382203,-0.5312,0.069843,0.291404,-0.236878,0.306483,0.098772,0.24905,0.197424,1
6927,'2016/09/28 23:46:41:012',29,1.21262,-0.889103,-0.339905,-0.04179,0.348584,-0.513053,0.065598,0.339828,-0.268519,0.326111,0.152099,0.227115,0.18739,1
6928,'2016/09/28 23:46:41:028',29,1.209716,-0.941066,-0.271594,-0.088537,0.376887,-0.496246,0.039378,0.344461,-0.269657,0.309822,0.135683,0.219954,0.222083,1
6929,'2016/09/28 23:46:41:046',29,1.054709,-0.892945,-0.35823,-0.012304,0.304287,-0.511469,0.028579,0.414667,-0.268988,0.281882,0.192458,0.196654,0.222183,1
6930,'2016/09/28 23:46:41:069',29,1.092329,-0.959273,-0.297265,-0.007111,0.417305,-0.432374,-0.023946,0.451648,-0.299266,0.360971,0.193718,0.26929,0.190722,1
6931,'2016/09/28 23:46:41:078',29,1.078996,-1.074718,-0.222339,-0.05465,0.478833,-0.389045,0.017464,0.260176,-0.134801,0.324681,0.20703,0.296974,0.214481,1
6932,'2016/09/28 23:46:41:094',29,0.957116,-1.112498,-0.275826,-0.052579,0.503962,-0.411686,0.007005,0.294179,-0.216585,0.363399,0.24042,0.356282,0.2304,1
6933,'2016/09/28 23:46:41:111',29,1.041272,-0.988464,-0.404756,0.04123,0.277121,-0.315171,-0.05783,0.29533,-0.153421,0.279033,0.174672,0.33128,0.159994,1
6934,'2016/09/28 23:46:41:128',29,1.160495,-0.984809,-0.451618,-0.042195,0.339854,-0.441785,0.055142,0.312207,-0.168713,0.334544,0.166922,0.348043,0.151977,1
6935,'2016/09/28 23:46:41:145',29,1.229981,-0.7825,-0.361484,-0.115595,0.371202,-0.3832,-0.015794,0.246422,-0.162315,0.285059,0.158623,0.37973,0.227791,1
6936,'2016/09/28 23:46:41:162',29,1.240747,-0.849628,-0.341997,-0.080262,0.431829,-0.465735,-0.065723,0.27127,-0.157737,0.291306,0.20809,0.380598,0.199274,1
6937,'2016/09/28 23:46:41:178',29,1.224625,-0.88156,-0.25604,-0.171555,0.459238,-0.463183,-0.059591,0.192371,-0.067472,0.273242,0.124764,0.417987,0.185907,1
6938,'2016/09/28 23:46:41:195',29,1.214702,-0.851993,-0.314291,-0.24292,0.385101,-0.431042,-0.071542,0.282254,-0.14297,0.328288,0.110083,0.352463,0.196226,1
6939,'2016/09/28 23:46:41:212',29,1.185803,-0.836442,-0.305284,-0.252063,0.400731,-0.442615,-0.03996,0.219685,-0.153679,0.364993,0.045483,0.336761,0.241192,1
6940,'2016/09/28 23:46:41:229',29,1.254933,-0.946501,-0.25983,-0.229321,0.356801,-0.388168,-0.08473,0.198088,-0.133877,0.466031,-0.000634,0.354758,0.251223,1
6941,'2016/09/28 23:46:41:245',29,1.242777,-0.922048,-0.310972,-0.139221,0.38339,-0.362453,-0.117168,0.207825,-0.059089,0.266574,0.119252,0.307679,0.20532,1
6942,'2016/09/28 23:46:41:261',29,1.215091,-0.771127,-0.373553,-0.112545,0.439398,-0.359776,-0.074211,0.146613,-0.0252,0.257517,0.098707,0.338397,0.201229,1
6943,'2016/09/28 23:46:41:278',29,1.205555,-0.786659,-0.336502,-0.175055,0.519552,-0.365829,-0.144997,0.198034,-0.068852,0.267334,0.12937,0.301514,0.25984,1
6944,'2016/09/28 23:46:41:295',29,1.268181,-0.851177,-0.403599,-0.127314,0.500308,-0.4555,-0.042887,0.131224,-0.059963,0.293558,0.108256,0.372369,0.125227,1
6945,'2016/09/28 23:46:41:311',29,1.29958,-0.87734,-0.390639,-0.196746,0.584385,-0.482583,-0.059861,0.151599,-0.049723,0.276897,0.1083,0.368853,0.176575,1
6946,'2016/09/28 23:46:41:329',29,1.299275,-0.75877,-0.488373,-0.136497,0.527896,-0.39594,-0.137079,0.220939,0.074244,0.104138,0.213983,0.306141,0.214287,1
6947,'2016/09/28 23:46:41:345',29,1.303221,-0.848312,-0.43856,-0.169618,0.561619,-0.465928,-0.051486,0.24106,-0.028915,0.145457,0.187685,0.304226,0.176355,1
6948,'2016/09/28 23:46:41:361',29,1.32227,-0.915504,-0.339722,-0.28063,0.594662,-0.408018,-0.093836,0.252408,-0.081678,0.222592,0.142052,0.30825,0.255652,1
6949,'2016/09/28 23:46:41:378',29,1.261388,-0.804636,-0.439631,-0.190968,0.702208,-0.393078,-0.063137,0.14089,0.039771,0.190098,0.163678,0.312858,0.288254,1
6950,'2016/09/28 23:46:41:395',29,1.249778,-0.878102,-0.42869,-0.225399,0.650377,-0.360963,-0.167745,0.278265,0.010367,0.132097,0.159143,0.345201,0.206151,1
6951,'2016/09/28 23:46:41:412',29,1.218354,-0.910539,-0.361483,-0.274478,0.637545,-0.37537,-0.125669,0.323513,0.016018,0.18318,0.158915,0.330376,0.205487,1
6952,'2016/09/28 23:46:41:429',29,1.236832,-0.819405,-0.563846,-0.130868,0.616871,-0.410489,-0.056508,0.264699,0.080453,0.157346,0.207561,0.301541,0.196091,1
6953,'2016/09/28 23:46:41:445',29,1.185735,-0.890946,-0.496744,-0.190876,0.679362,-0.410855,-0.069979,0.25118,0.052872,0.223129,0.178554,0.321342,0.187628,1
